Link,Image,Tên nhà hàng,Loại hình,Phong cách món ăn,Đối tượng phù hợp,Đánh giá trung bình,Tổng số bình luận,Bình luận tuyệt vời,Bình luận khá tốt,Bình luận trung bình,Bình luận kém,Điểm không gian,Điểm vị trí,Điểm chất lượng,Điểm phục vụ,Điểm giá cả,Đường,Quận,Thành phố,Giờ mở cửa,Khoảng giá,Restaurant ID
https://www.foody.vn/ha-noi/balcony-bar-le-thai-to,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbmjgtglxp7b0@resize_ss576x330,Balcony Bar - Lê Thái Tổ,Bar/Pub,Món Việt,Nhóm hội,6.4,16,0,9,5,2,6.8,7.4,6.2,5.8,6.0,"4 Lê Thái Tổ, P. Hàng Trống",Quận Hoàn Kiếm,Hà Nội,16:00 - 22:00,150.000đ - 550.000đ,92
https://www.foody.vn/ha-noi/mojito-bar-lounge,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwagk50vxzvd20@resize_ss576x330,Mojito Bar & Lounge,"Bar/Pub, Café/Dessert",Món Việt,,7.4,13,1,8,3,1,7.5,7.2,7.9,7.6,6.9,"19 Nguyễn Quang Bích, P. Cửa Đông",Quận Hoàn Kiếm,Hà Nội,08:00 - 23:00,35.000đ - 150.000đ,1696
https://www.foody.vn/ha-noi/gc-bar,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdg2cct5dqzec@resize_ss576x330,Gc Bar - Bảo Khánh,Bar/Pub,Món Việt,Nhóm hội,7.1,10,1,5,4,0,6.9,7.6,6.9,6.8,7.2,"5 Bảo Khánh, P. Hàng Trống",Quận Hoàn Kiếm,Hà Nội,10:00 - 23:00,65.000đ - 275.000đ,1053
https://www.foody.vn/ha-noi/airport-exclusive-club,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwh4esfwb9p7c6@resize_ss576x330,Airport Exclusive Club,Bar/Pub,Hà Nội,,7.4,8,0,7,1,0,7.8,6.9,7.3,7.4,7.8,8 Chùa Bộc,Quận Đống Đa,Hà Nội,21:00 - 23:30,300.000đ - 660.000đ,26
https://www.foody.vn/ha-noi/local-bar-ly-thai-to,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfyf8z8r463da@resize_ss576x330,Local Bar - Lý Thái Tổ,Bar/Pub,Món Việt,"Cặp đôi, Nhóm hội, Giới Manager, Khách du lịch",8.0,6,2,3,0,1,8.5,8.5,7.3,7.5,8.3,26B Lý Thái Tổ,Quận Hoàn Kiếm,Hà Nội,,45.000đ - 1.150.000đ,1528
https://www.foody.vn/ha-noi/the-republic-bar-xuan-dieu,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgjnv1tn3kpb7@resize_ss576x330,The Republic Bar - Xuân Diệu,Bar/Pub,Món Việt,"Sinh viên, Cặp đôi, Nhóm hội, Giới văn phòng",7.0,11,1,7,1,2,7.4,7.8,7.1,6.5,6.3,7A Ngõ 27 Xuân Diệu,Quận Tây Hồ,Hà Nội,07:00 - 00:00,50.000đ - 500.000đ,2447
https://www.foody.vn/ha-noi/opera-open,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwaupl5dbbvf36@resize_ss576x330,Opera Open - Đặng Thái Thân,Bar/Pub,Món Việt,"Cặp đôi, Nhóm hội, Giới văn phòng, Khách du lịch",6.8,9,0,7,2,0,7.2,7.1,6.7,6.7,6.1,5 Đặng Thái Thân,Quận Hoàn Kiếm,Hà Nội,18:00 - 23:00,100.000đ - 550.000đ,1958
https://www.foody.vn/ha-noi/tierra-wine-bar-xom-ha-hoi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwex9hdkhyvted@resize_ss576x330,Tierra Wine Bar - Xóm Hạ Hồi,Bar/Pub,Quốc tế,"Nhóm hội, Giới Manager",8.1,7,0,7,0,0,8.1,7.6,8.6,8.1,7.9,25 Xóm Hạ Hồi,Quận Hoàn Kiếm,Hà Nội,11:00 - 23:00,100.000đ - 500.000đ,2508
https://www.foody.vn/ha-noi/hanoi-taco-bar,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfedydpop233d@resize_ss576x330,Hanoi Taco Bar,Bar/Pub,Món Việt,"Sinh viên, Gia đình",8.0,8,1,6,0,1,7.8,7.9,8.4,8.9,7.1,13A Đào Duy Từ,Quận Hoàn Kiếm,Hà Nội,11:00 - 00:00,30.000đ - 75.000đ,1175
https://www.foody.vn/ha-noi/club-de-l-oriental,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfhtbb2xdy1eb@resize_ss576x330,Club De L'Oriental,"Nhà hàng, Bar/Pub",Pháp,"Cặp đôi, Nhóm hội, Giới văn phòng, Giới Manager, Khách du lịch",7.9,6,1,4,1,0,8.5,8.2,7.8,7.8,7.2,22 Tông Đản,Quận Hoàn Kiếm,Hà Nội,11:00 - 14:00 | 17:30 - 23:00,200.000đ - 660.000đ,757
https://www.foody.vn/ha-noi/prague-pub-luong-ngoc-quyen,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwh2shtdcwrfdf@resize_ss576x330,Prague Pub - Lương Ngọc Quyến,Bar/Pub,Món Âu,"Cặp đôi, Nhóm hội, Giới văn phòng, Giới Manager",7.4,6,0,4,2,0,7.5,7.7,7.2,7.3,7.5,38 Lương Ngọc Quyến,Quận Hoàn Kiếm,Hà Nội,18:00 - 02:00,50.000đ - 300.000đ,2131
https://www.foody.vn/ha-noi/factory-47-hang-buom,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwc3pyp18esb7e@resize_ss576x330,Factory 47 - Hàng Buồm,Bar/Pub,Món Việt,"Sinh viên, Cặp đôi, Nhóm hội, Khách du lịch",7.4,5,0,5,0,0,7.6,7.6,7.6,7.2,7.2,47 Hàng Buồm,Quận Hoàn Kiếm,Hà Nội,10:00 - 01:00,50.000đ - 500.000đ,1003
https://www.foody.vn/ha-noi/bia-pho-co-ta-hien,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8zqytcsgd76b@resize_ss576x330,Bia Phố Cổ - Tạ Hiện,"Quán nhậu, Quán ăn",Món Việt,"Gia đình, Nhóm hội, Khách du lịch",7.2,156,5,111,36,4,7.1,8.0,7.2,6.8,7.1,18 Tạ Hiện,Quận Hoàn Kiếm,Hà Nội,08:00 - 22:30,50.000đ - 110.000đ,130
https://www.foody.vn/ha-noi/vitamin-beer,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhhvgoqvnbv88@resize_ss576x330,Vitamin Beer - Tây Sơn,Quán nhậu,Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",9.1,53,40,11,2,0,9.0,8.7,9.4,9.0,9.2,66 Ngõ 298 Tây Sơn,Quận Đống Đa,Hà Nội,09:00 - 17:00 | 18:00 - 23:00,50.000đ - 150.000đ,2780
https://www.foody.vn/ha-noi/vitamin-beer-tran-thanh-tong,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9v6b15wct7a2@resize_ss576x330,Vitamin Beer - Trần Thánh Tông,Quán nhậu,Món Việt,"Gia đình, Nhóm hội",9.2,43,39,3,0,1,9.1,9.0,9.4,9.1,9.3,2A Trần Thánh Tông,Quận Hai Bà Trưng,Hà Nội,09:00 - 14:00 | 18:00 - 23:00,50.000đ - 150.000đ,2779
https://www.foody.vn/ha-noi/long-lon-sieu-sach-khuong-dinh,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgictbw726xb5@resize_ss576x330,Lòng Lợn & Cháo Lòng Khương Đình - Quan Nhân,Quán nhậu,Món Việt,Nhóm hội,7.6,41,17,15,2,7,7.3,7.6,7.8,7.6,7.8,"50B Ngõ 144 Quan Nhân, P. Nhân Chính",Quận Thanh Xuân,Hà Nội,07:00 - 19:00,60.000đ - 80.000đ,1568
https://www.foody.vn/ha-noi/legend-beer-brew-house-no1,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhkz0ik78ih45@resize_ss576x330,Legend Beer Brew House No1,"Quán nhậu, Beer club",Món Á,"Gia đình, Nhóm hội, Giới văn phòng",7.3,22,2,12,8,0,8.0,7.3,8.0,6.9,6.3,"4 Vũ Ngọc Phan, P. Láng Hạ",Quận Đống Đa,Hà Nội,08:30 - 23:00,200.000đ - 550.000đ,1500
https://www.foody.vn/ha-noi/beer-2ku-x98-hoang-cau,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwh30m47neu379@resize_ss576x330,Beer 2Ku - X98 Hoàng Cầu,"Quán nhậu, Beer club",Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",7.1,19,1,14,3,1,7.1,7.3,7.2,7.3,6.5,"98 Ngõ 97 Hoàng Cầu, P. Ô Chợ Dừa",Quận Đống Đa,Hà Nội,10:00 - 23:00,50.000đ - 200.000đ,112
https://www.foody.vn/ha-noi/beer-2ku-cua-nam,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdbkb6jbz6j2f@resize_ss576x330,Beer 2Ku - Cửa Nam,"Quán nhậu, Beer club",Món Việt,"Cặp đôi, Nhóm hội, Giới văn phòng, Giới Manager",5.9,8,0,3,3,2,5.8,6.8,5.6,5.4,5.9,2 Cửa Nam,Quận Hoàn Kiếm,Hà Nội,09:30 - 23:30,50.000đ - 200.000đ,108
https://www.foody.vn/ha-noi/beer-2ku-luong-ngoc-quyen,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhx3a134d0bb1@resize_ss576x330,Beer 2Ku - Lương Ngọc Quyến,"Quán nhậu, Beer club",Món Việt,"Gia đình, Nhóm hội",7.5,15,0,13,2,0,7.8,8.5,7.3,7.1,6.9,"61A Lương Ngọc Quyến, P. Hàng Buồm",Quận Hoàn Kiếm,Hà Nội,10:00 - 00:00,100.000đ - 300.000đ,109
https://www.foody.vn/ha-noi/beer-2ku-quang-an,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhl27d24wd57f@resize_ss576x330,Beer 2Ku - Quảng An,Quán nhậu,Món Việt,"Nhóm hội, Giới văn phòng",0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,22 Quảng An,Quận Tây Hồ,Hà Nội,08:00 - 23:59,30.000đ - 250.000đ,111
https://www.foody.vn/ha-noi/beer-2ku-nguyen-dinh-thi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9d3xf8yhnf37@resize_ss576x330,Beer 2Ku - Nguyễn Đình Thi,Quán nhậu,Món Việt,"Nhóm hội, Giới văn phòng",0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"99 Nguyễn Đình Thi, P. Thụy Khuê",Quận Tây Hồ,Hà Nội,10:00 - 23:30,150.000đ - 400.000đ,110
https://www.foody.vn/ha-noi/bun-rieu-cua-top-mo-pho-co-lau-rieu-cua-bep-hong,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwghw00xzh7d88@resize_ss576x330,Bún Riêu Cua Tóp Mỡ Phố Cổ & Lẩu Riêu Cua Bếp Hồng,Quán nhậu,Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",7.2,12,1,9,1,1,7.3,6.9,7.7,7.1,7.2,"41 Ven Hồ Hạ đình, P. Hạ Đình",Quận Thanh Xuân,Hà Nội,09:30 - 14:00 | 17:00 - 23:59,50.000đ - 250.000đ,458
https://www.foody.vn/ha-noi/nhau-quan-192-thai-thinh,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbjwu8dt9ejfe@resize_ss576x330,Nhậu Quán 192 - Thái Thịnh,"Quán nhậu, Quán ăn",Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",5.9,15,1,9,1,4,6.1,6.1,6.0,5.7,5.8,192 Thái Thịnh,Quận Đống Đa,Hà Nội,09:00 - 23:00,100.000đ - 300.000đ,1922
https://www.foody.vn/ha-noi/bep-ho-nguyen-chuyen-cac-mon-ve-vit-thai-ha,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8r1ybss2570f@resize_ss576x330,Bếp Họ Nguyễn - Chuyên Các Món Về Vịt - Thái Hà,"Quán nhậu, Giao cơm văn phòng",Món Bắc,"Sinh viên, Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng, Giới Manager, Khách du lịch",9.9,13,13,0,0,0,9.5,9.9,10.0,10.0,10.0,"94 Ngõ 151b Thái Hà, P. Láng Hạ",Quận Đống Đa,Hà Nội,09:00 - 22:00,,525
https://www.foody.vn/ha-noi/bia-khanh-rau-luong-ngoc-quyen,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstsm03izhdw54@resize_ss576x330,Bia Khánh Râu - Lương Ngọc Quyến,Quán nhậu,Món Việt,"Nhóm hội, Giới văn phòng, Khách du lịch",8.1,11,2,9,0,0,7.7,8.1,8.6,8.2,8.0,20 Lương Ngọc Quyến,Quận Hoàn Kiếm,Hà Nội,08:00 - 00:30,35.000đ - 200.000đ,129
https://www.foody.vn/ha-noi/bun-cha-bun-thai-hai-san-bun-bo-nam-bo,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw97kqsuandl71@resize_ss576x330,Bún Thái Hải Sản - Nguyễn Trãi,"Quán nhậu, Quán ăn",Đặc biệt,"Sinh viên, Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng, Giới Manager, Khách du lịch, Trẻ em",7.4,12,0,11,0,1,6.8,7.8,7.2,7.7,7.5,"150B Ngõ 1 Đại học Hà Nội Nguyễn Trãi, P. Trung Văn",Quận Nam Từ Liêm,Hà Nội,07:30 - 22:00,20.000đ - 25.000đ,468
https://www.foody.vn/ha-noi/my-chua-cay-phuc-tan,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwaaobowktll9d@resize_ss576x330,Mỳ Chua Cay - Phúc Tân,Quán nhậu,Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",6.4,11,1,6,2,2,5.6,5.9,7.5,5.8,7.2,"277 Phúc Tân, P. Phúc Tân",Quận Hoàn Kiếm,Hà Nội,18:00 - 23:59,10.000đ - 200.000đ,1760
https://www.foody.vn/ha-noi/bia-hoi-hai-xom-le-trong-tan,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwagytpu6rbv30@resize_ss576x330,Bia Hơi Hải Xồm - Lê Trọng Tấn,Quán nhậu,Món Việt,"Gia đình, Nhóm hội",6.8,13,1,4,7,1,6.9,7.9,6.3,6.4,6.4,86 Lê Trọng Tấn,Quận Thanh Xuân,Hà Nội,09:00 - 22:30,50.000đ - 550.000đ,123
https://www.foody.vn/ha-noi/bromance-beer,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9ucvm08ee1cb@resize_ss576x330,Bromance & Beer,"Quán nhậu, Quán ăn",Món Việt,"Gia đình, Giới văn phòng",7.0,10,0,8,1,1,7.4,7.8,6.8,6.5,6.6,15 Trúc Bạch,Quận Ba Đình,Hà Nội,09:00 - 23:00,30.000đ - 80.000đ,157
https://www.foody.vn/ha-noi/quan-ca-la-vong,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8bmhg3sj4pb9@resize_ss800x450,Quán Cá Lã Vọng,"Quán nhậu, Nhà hàng",Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",6.5,12,2,6,0,4,6.6,7.3,6.1,6.6,5.8,2A Hoàng Cầu,Quận Đống Đa,Hà Nội,08:00 - 22:00,30.000đ - 77.000đ,2171
https://www.foody.vn/ha-noi/pho-bo-tu-hai-tong-dan,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwak3ve0tzvd62@resize_ss576x330,Phở Bò Tứ Hải - Tông Đản,"Quán nhậu, Nhà hàng, Quán ăn",Món Miền Nam,"Gia đình, Giới văn phòng",7.6,6,0,6,0,0,8.3,7.7,7.8,8.0,6.3,25 Tông Đản,Quận Hoàn Kiếm,Hà Nội,06:00 - 22:00,40.000đ - 80.000đ,2053
https://www.foody.vn/ha-noi/lau-nuong-3-anh-em-thuong-dinh,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9e82eadivt6b@resize_ss576x330,Lẩu Nướng 3 Anh Em - Thượng Đình,"Quán nhậu, Quán ăn",Món Việt,"Cặp đôi, Gia đình, Nhóm hội",6.8,11,2,4,2,3,6.5,7.4,6.8,7.1,6.1,250 Thượng Đình,Quận Thanh Xuân,Hà Nội,18:00 - 22:30,30.000đ - 200.000đ,1596
https://www.foody.vn/ha-noi/ruou-nha-san-hoang-thanh,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9kzrgc2huhdb@resize_ss576x330,Rượu Nhà Sàn Hoàng Thanh,"Quán nhậu, Nhà hàng",Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",7.3,8,0,6,2,0,7.6,5.8,7.6,8.0,7.4,1 Ngách 53 Ngõ 252 Tây Sơn,Quận Đống Đa,Hà Nội,09:00 - 22:00,50.000đ - 110.000đ,2226
https://www.foody.vn/ha-noi/chao-long-559-chao-long-kim-nguu.leyctu,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgllb88yztnda@resize_ss576x330,Cháo Lòng 559 - Cháo Lòng - Kim Ngưu,"Quán nhậu, Quán ăn",Món Bắc,"Sinh viên, Gia đình, Nhóm hội, Giới văn phòng, Khách du lịch",9.4,8,7,0,1,0,9.3,9.4,9.4,9.4,9.4,"29 Ngõ 559 Kim Ngưu,P. Vĩnh Tuy",Quận Hai Bà Trưng,Hà Nội,08:00 - 12:00,,664
https://www.foody.vn/ha-noi/quan-29-nhau-binh-dan,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8gtke025srf5@resize_ss576x330,Quán 29 - Nhậu Bình Dân,Quán nhậu,Món Việt,"Sinh viên, Cặp đôi, Nhóm hội",7.5,6,0,5,1,0,7.0,8.2,7.7,7.0,7.5,29 Lương Ngọc Quyến,Quận Hoàn Kiếm,Hà Nội,15:00 - 23:00,50.000đ - 100.000đ,2152
https://www.foody.vn/ha-noi/thu-hang,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgz26o904wr99@resize_ss576x330,Bia Hơi Thu Hằng - Lê Đức Thọ,Nhà hàng,Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",6.0,7,0,3,3,1,6.4,6.4,6.0,5.7,5.4,18 Lê Đức Thọ,Quận Nam Từ Liêm,Hà Nội,08:00 - 23:00,30.000đ - 110.000đ,125
https://www.foody.vn/ha-noi/bia-thu-hang-nguyen-phong-sac,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8zkiyxzly1f8@resize_ss576x330,Bia Hơi Thu Hằng - Nguyễn Phong Sắc,"Quán nhậu, Nhà hàng",Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",6.4,6,0,2,3,1,6.3,6.7,6.3,5.8,6.7,"123 Nguyễn Phong Sắc, P. Dịch Vọng Hậu",Quận Cầu Giấy,Hà Nội,09:00 - 23:00,50.000đ - 150.000đ,126
https://www.foody.vn/ha-noi/bia-hoi-thu-hang-do-duc-duc,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdtk3z8k6hn6c@resize_ss576x330,Bia Hơi Thu Hằng - Đỗ Đức Dục,Quán nhậu,Món Việt,"Sinh viên, Gia đình, Giới văn phòng",0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,68 Đỗ Đức Dục,Quận Nam Từ Liêm,Hà Nội,10:00 - 23:00,30.000đ - 350.000đ,128
https://www.foody.vn/ha-noi/bia-hoi-thu-hang-ngo-thi-nham,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9lo6k7n2e17f@resize_ss576x330,Bia Hơi Thu Hằng - Ngô Thì Nhậm,Quán nhậu,Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",6.2,2,0,1,1,0,6.0,7.0,5.5,7.0,5.5,67 Ngô Thì Nhậm,Quận Hai Bà Trưng,Hà Nội,10:00 - 23:00,50.000đ - 500.000đ,127
https://www.foody.vn/ha-noi/hem-bia-lost-in-hongkong,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwau4jp9tp7f3a@resize_ss576x330,Hẻm Bia: Lost In HongKong,Quán nhậu,Món Á,"Cặp đôi, Nhóm hội",9.4,5,5,0,0,0,9.4,9.4,9.6,9.4,9.4,"12 Đào Duy Từ, P. Hàng Buồm",Quận Hoàn Kiếm,Hà Nội,10:00 - 23:59,99.000đ - 300.000đ,1282
https://www.foody.vn/ha-noi/bia-hoi-hai-xom-tang-bat-ho,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwee692uxfbvf5@resize_ss576x330,Bia Hơi Hải Xồm - Tăng Bạt Hổ,Quán nhậu,Hà Nội,"Gia đình, Nhóm hội, Giới văn phòng",7.1,4,0,3,1,0,7.0,7.5,7.5,6.8,6.8,48 Tăng Bạt Hổ,Quận Hai Bà Trưng,Hà Nội,09:00 - 22:30,50.000đ - 165.000đ,124
https://www.foody.vn/ha-noi/bia-hoi-hai-xom-22-tang-bat-ho,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgkc520n26xab@resize_ss576x330,Bia Hơi Hải Xồm - 22 Tăng Bạt Hổ,Quán nhậu,Món Việt,"Gia đình, Nhóm hội",6.5,7,0,4,2,1,6.9,7.1,6.0,6.6,5.9,22 Tăng Bạt Hổ,Quận Hai Bà Trưng,Hà Nội,07:00 - 22:00,50.000đ - 110.000đ,122
https://www.foody.vn/ha-noi/quan-beo-bia-hoi-cac-mon-nhau,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfrx79eqc4b32@resize_ss576x330,Quán Béo - Bia Hơi & Các Món Nhậu,Quán nhậu,Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",7.8,5,0,5,0,0,7.4,7.8,8.4,7.6,8.0,91I7 Lương Định Của,Quận Đống Đa,Hà Nội,10:00 - 22:30,50.000đ - 150.000đ,2155
https://www.foody.vn/ha-noi/bia-thanh-coi-chim-troi-ca-song,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgy5zr0y3mha6@resize_ss576x330,Bia Thành Còi - Chim Trời & Cá Sông,Quán nhậu,Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",9.3,5,3,2,0,0,9.6,8.6,9.8,8.6,9.8,"48 Lê Duẩn, P. Văn Miếu",Quận Đống Đa,Hà Nội,09:00 - 23:30,50.000đ - 150.000đ,133
https://www.foody.vn/ha-noi/tram-phan-tram-lau-nuong-cac-mon-nhau,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwetbyqhulln2a@resize_ss576x330,"Trăm Phần Trăm - Lẩu, Nướng & Các Món Nhậu",Quán nhậu,Món Việt,"Gia đình, Nhóm hội",6.3,6,1,3,0,2,5.7,6.0,6.7,6.3,6.8,76A Quang Trung,Quận Hà Đông,Hà Nội,11:00 - 23:00,30.000đ - 200.000đ,2683
https://www.foody.vn/ha-noi/the-gioi-bia-phuong-anh,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdu3i9icpnd55@resize_ss576x330,Thế Giới Bia Phương Anh,Quán nhậu,Món Việt,Nhóm hội,8.3,4,0,4,0,0,8.3,8.0,8.8,8.0,8.3,109E6 Quỳnh Mai (Kim Ngưu),Quận Hai Bà Trưng,Hà Nội,09:00 - 22:00,50.000đ - 200.000đ,2487
https://www.foody.vn/ha-noi/van-trang-quan-am-thuc-thai-lan,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwcdtk24ko2h8a@resize_ss576x330,Vân Trang Quán - Ẩm Thực Thái Lan,Quán nhậu,Món Thái,"Nhóm hội, Giới văn phòng",8.7,3,1,2,0,0,9.0,7.0,9.3,9.0,9.0,35 Bạch Mai,Quận Hai Bà Trưng,Hà Nội,15:00 - 00:00,35.000đ - 190.000đ,2796
https://www.foody.vn/ha-noi/mai-huong-bia-hoi-ha-noi-cac-mon-nhau,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9rwhiwtwpl81@resize_ss576x330,Mai Huơng - Bia Hơi Hà Nội & Các Món Nhậu,Quán nhậu,Món Việt,"Sinh viên, Giới văn phòng",7.1,4,0,2,2,0,7.3,7.3,7.3,6.0,7.8,Ngã Tư Tố Hữu - Vạn Phúc,Quận Hà Đông,Hà Nội,09:00 - 22:30,50.000đ - 200.000đ,1633
https://www.foody.vn/ha-noi/bia-hoi-hai-hoi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9wtibb6k7t4f@resize_ss576x330,Bia Hơi Hải Hói,Quán nhậu,Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",6.9,4,0,2,2,0,7.0,7.3,6.3,7.0,6.8,"99A Ngụy Như Kon Tum, P. Nhân Chính",Quận Thanh Xuân,Hà Nội,10:00 - 22:30,50.000đ - 200.000đ,121
https://www.foody.vn/ha-noi/quan-tay-nguyen-dac-san-tay-nguyen,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8bn7btyguxb5@resize_ss800x450,Quán Tây Nguyên - Đặc Sản Tây Nguyên,Quán nhậu,Món Việt,"Gia đình, Nhóm hội",8.3,4,1,3,0,0,8.0,7.5,9.0,8.5,8.5,"14 Ngõ 84 Trần Quang Diệu, P. Ô Chợ Dừa",Quận Đống Đa,Hà Nội,09:00 - 22:00,50.000đ - 250.000đ,2190
https://www.foody.vn/ha-noi/bach-hop-quan-quan-nhau-doc-dao,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfrn9ly40rdcc@resize_ss576x330,Bách Hợp Quán - Quán Nhậu Độc Đáo,"Quán nhậu, Quán ăn",Món Việt,"Gia đình, Nhóm hội",6.7,4,0,1,2,0,7.3,7.5,6.3,6.3,6.3,"281 Yên Hòa, P. Yên Hòa",Quận Cầu Giấy,Hà Nội,10:00 - 23:00,50.000đ - 300.000đ,198
https://www.foody.vn/ha-noi/bbq-bui-bia-tu-do,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwc9bacp5xp509@resize_ss576x330,BBQ Bụi - Bia Tự Do,Quán nhậu,Món Bắc,"Nhóm hội, Giới văn phòng",6.7,4,1,0,3,0,7.0,6.8,6.5,6.5,6.8,23 Ngõ 42 Sài Đồng,Quận Long Biên,Hà Nội,10:00 - 23:00,50.000đ - 300.000đ,81
https://www.foody.vn/ha-noi/bom-quan-bia-hoi-lau-cac-mon,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwa9l31jtgwrff@resize_ss576x330,Bờm Quán - Bia Hơi & Lẩu Các Món,"Quán nhậu, Quán ăn",Món Việt,"Gia đình, Nhóm hội",7.6,4,1,2,0,1,8.5,7.3,7.3,7.3,7.5,"25 Đường B Đào Nguyên, Thị Trấn Trâu Quỳ",Huyện Gia Lâm,Hà Nội,10:00 - 22:30,20.000đ - 200.000đ,564
https://www.foody.vn/ha-noi/manh-rau-quan-nhau-hai-san,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfbnoqcluqh5a@resize_ss576x330,Mạnh Râu - Quán Nhậu & Hải Sản,Quán nhậu,Món Bắc,"Gia đình, Nhóm hội, Giới văn phòng",7.7,3,0,3,0,0,6.7,8.7,7.0,7.3,9.0,389 Trần Khát Chân,Quận Hai Bà Trưng,Hà Nội,09:00 - 23:00,50.000đ - 150.000đ,1749
https://www.foody.vn/ha-noi/bia-hoi-68-vuon-hoa-mo-lao,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwd3uc83ghy3ac@resize_ss576x330,Bia Hơi 68 - Vườn Hoa Mỗ Lao,Quán nhậu,Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",8.1,3,0,3,0,0,8.0,6.3,9.0,8.3,8.7,68 Mỗ Lao,Quận Hà Đông,Hà Nội,09:00 - 22:30,50.000đ - 200.000đ,119
